checkpoint_step,proposal_seed,method,view,state_id,candidate_count,direct_selection_eligible,anchor_teacher,anchor_student,oracle_index,selected_index,oracle_lift,selected_lift,predicted_lift,selector_capture_raw,selector_capture_display,qw_qa_exploitation_gap,teacher_twin_directional_agreement,teacher_twin_pair_count,teacher_twin_disagreement_median,selected_twin_disagreement,oracle_twin_disagreement,random_candidate_twin_disagreement,qw_pairwise_accuracy,qw_pair_count,qw_spearman,qw_top1_agreement,latent_pairwise_rms,decoded_action_pairwise_rms,tanh_saturation_fraction,tanh_saturation_applicable,tanh_generated_candidate_fraction,scaled_boundary_or_outside_fraction,out_of_envelope_fraction,finite,model_family,teacher_kind
100000,3303,actor_local,fixed_state_mirror,0,1,1,1394.9857177734375,1402.020263671875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,13.985595703125,13.985595703125,13.985595703125,13.985595703125,1.0,0,1.0,1.0,0.0,0.0,0.125,1,1.0,0.125,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,1,1,1,1477.4066162109375,1491.0196533203125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3992919921875,0.3992919921875,0.3992919921875,0.3992919921875,1.0,0,1.0,1.0,0.0,0.0,0.25,1,1.0,0.25,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,2,1,1,1414.993408203125,1437.625732421875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.8861083984375,1.8861083984375,1.8861083984375,1.8861083984375,1.0,0,1.0,1.0,0.0,0.0,0.16666666666666666,1,1.0,0.16666666666666666,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,3,1,1,1513.412841796875,1506.8748779296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.47998046875,8.47998046875,8.47998046875,8.47998046875,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,4,1,1,1580.715576171875,1573.505859375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.8729248046875,0.8729248046875,0.8729248046875,0.8729248046875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,5,1,1,1556.6129150390625,1551.3255615234375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.6646728515625,1.6646728515625,1.6646728515625,1.6646728515625,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,6,1,1,1580.662841796875,1577.45751953125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3052978515625,0.3052978515625,0.3052978515625,0.3052978515625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,7,1,1,1585.19775390625,1585.47119140625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.7891845703125,3.7891845703125,3.7891845703125,3.7891845703125,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,8,1,1,1597.871826171875,1587.98095703125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.524169921875,1.524169921875,1.524169921875,1.524169921875,1.0,0,1.0,1.0,0.0,0.0,0.125,1,1.0,0.125,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,9,1,1,1637.104248046875,1642.0218505859375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.0068359375,11.0068359375,11.0068359375,11.0068359375,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,10,1,1,1640.5567626953125,1638.623291015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.001953125,2.001953125,2.001953125,2.001953125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,11,1,1,1649.5791015625,1666.5113525390625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.300048828125,2.300048828125,2.300048828125,2.300048828125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,12,1,1,1681.8775634765625,1695.90869140625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.2587890625,8.2587890625,8.2587890625,8.2587890625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,13,1,1,1681.99853515625,1680.55517578125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.963623046875,1.963623046875,1.963623046875,1.963623046875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,14,1,1,1691.911376953125,1699.19873046875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.52587890625,3.52587890625,3.52587890625,3.52587890625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,15,1,1,1738.852294921875,1736.703125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.091064453125,2.091064453125,2.091064453125,2.091064453125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,16,1,1,1020.2286987304688,1027.02001953125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,31.72027587890625,31.72027587890625,31.72027587890625,31.72027587890625,1.0,0,1.0,1.0,0.0,0.0,0.4583333333333333,1,1.0,0.4583333333333333,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,17,1,1,1714.4913330078125,1713.0985107421875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.9998779296875,1.9998779296875,1.9998779296875,1.9998779296875,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,18,1,1,1697.56689453125,1690.7418212890625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.292236328125,4.292236328125,4.292236328125,4.292236328125,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,19,1,1,1722.647705078125,1727.341064453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.45458984375,4.45458984375,4.45458984375,4.45458984375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,20,1,1,1698.2071533203125,1705.3375244140625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6.2568359375,6.2568359375,6.2568359375,6.2568359375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,21,1,1,1723.6783447265625,1721.6873779296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.3037109375,2.3037109375,2.3037109375,2.3037109375,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,22,1,1,1732.987548828125,1731.4566650390625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.4796142578125,3.4796142578125,3.4796142578125,3.4796142578125,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,23,1,1,176.5431671142578,162.442626953125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.160125732421875,8.160125732421875,8.160125732421875,8.160125732421875,1.0,0,1.0,1.0,0.0,0.0,0.20833333333333334,1,1.0,0.20833333333333334,0.0,1,matched_dsrl_na,native_online_qa
100000,3303,actor_local,fixed_state_mirror,24,1,1,1743.159423828125,1744.6116943359375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.216796875,2.216796875,2.216796875,2.216796875,1.0,0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,matched_dsrl_na,native_online_qa
