checkpoint_step,proposal_seed,method,view,state_id,candidate_count,direct_selection_eligible,anchor_teacher,anchor_student,oracle_index,selected_index,oracle_lift,selected_lift,predicted_lift,selector_capture_raw,selector_capture_display,qw_qa_exploitation_gap,teacher_twin_directional_agreement,teacher_twin_pair_count,teacher_twin_disagreement_median,selected_twin_disagreement,oracle_twin_disagreement,random_candidate_twin_disagreement,qw_pairwise_accuracy,qw_pair_count,qw_spearman,qw_top1_agreement,latent_pairwise_rms,decoded_action_pairwise_rms,tanh_saturation_fraction,tanh_saturation_applicable,tanh_generated_candidate_fraction,scaled_boundary_or_outside_fraction,out_of_envelope_fraction,finite,model_family,teacher_kind
100000,2202,actor_local,fixed_state_mirror,0,1,1,1389.3646240234375,1406.4920654296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,30.0655517578125,30.0655517578125,30.0655517578125,30.0655517578125,1.0,0,1.0,1.0,0.0,0.0,0.125,1,1.0,0.125,0.0,1,matched_dsrl_na,native_online_qa
100000,2202,actor_local,fixed_state_mirror,1,1,1,1476.3013916015625,1491.5655517578125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.9598388671875,0.9598388671875,0.9598388671875,0.9598388671875,1.0,0,1.0,1.0,0.0,0.0,0.16666666666666666,1,1.0,0.16666666666666666,0.0,1,matched_dsrl_na,native_online_qa
100000,2202,actor_local,fixed_state_mirror,2,1,1,1420.4791259765625,1427.9404296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.443115234375,3.443115234375,3.443115234375,3.443115234375,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1,matched_dsrl_na,native_online_qa
100000,2202,actor_local,fixed_state_mirror,3,1,1,1519.8883056640625,1507.0191650390625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.7989501953125,1.7989501953125,1.7989501953125,1.7989501953125,1.0,0,1.0,1.0,0.0,0.0,0.125,1,1.0,0.125,0.0,1,matched_dsrl_na,native_online_qa
100000,2202,actor_local,fixed_state_mirror,4,1,1,1586.1002197265625,1580.6947021484375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6.2283935546875,6.2283935546875,6.2283935546875,6.2283935546875,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1,matched_dsrl_na,native_online_qa
100000,2202,actor_local,fixed_state_mirror,5,1,1,1558.072265625,1551.240234375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0875244140625,0.0875244140625,0.0875244140625,0.0875244140625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1,matched_dsrl_na,native_online_qa
100000,2202,actor_local,fixed_state_mirror,6,1,1,1578.9649658203125,1580.2900390625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.3424072265625,1.3424072265625,1.3424072265625,1.3424072265625,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1,matched_dsrl_na,native_online_qa
100000,2202,actor_local,fixed_state_mirror,7,1,1,1584.7156982421875,1585.627685546875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.2471923828125,1.2471923828125,1.2471923828125,1.2471923828125,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1,matched_dsrl_na,native_online_qa
100000,2202,actor_local,fixed_state_mirror,8,1,1,1597.924072265625,1589.9940185546875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.013916015625,4.013916015625,4.013916015625,4.013916015625,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1,matched_dsrl_na,native_online_qa
100000,2202,actor_local,fixed_state_mirror,9,1,1,1633.431640625,1639.675537109375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.4990234375,3.4990234375,3.4990234375,3.4990234375,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1,matched_dsrl_na,native_online_qa
