checkpoint_step,proposal_seed,method,view,state_id,candidate_count,direct_selection_eligible,anchor_teacher,anchor_student,oracle_index,selected_index,oracle_lift,selected_lift,predicted_lift,selector_capture_raw,selector_capture_display,qw_qa_exploitation_gap,teacher_twin_directional_agreement,teacher_twin_pair_count,teacher_twin_disagreement_median,selected_twin_disagreement,oracle_twin_disagreement,random_candidate_twin_disagreement,qw_pairwise_accuracy,qw_pair_count,qw_spearman,qw_top1_agreement,latent_pairwise_rms,decoded_action_pairwise_rms,tanh_saturation_fraction,tanh_saturation_applicable,tanh_generated_candidate_fraction,scaled_boundary_or_outside_fraction,out_of_envelope_fraction,finite
100000,1101,g_current,augmentation,0,1,1,1443.0711669921875,1450.2369384765625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.4874267578125,9.4874267578125,9.4874267578125,9.4874267578125,1.0,0,1.0,1.0,0.0,0.0,0.20833333333333334,1,1.0,0.20833333333333334,0.0,1
100000,1101,g_current,augmentation,1,1,1,1474.0078125,1476.514404296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.3145751953125,4.3145751953125,4.3145751953125,4.3145751953125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,1101,g_current,augmentation,2,1,1,1435.4544677734375,1439.5670166015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.6414794921875,3.6414794921875,3.6414794921875,3.6414794921875,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,1101,g_current,augmentation,3,1,1,1539.137451171875,1543.606689453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.1649169921875,3.1649169921875,3.1649169921875,3.1649169921875,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,1101,g_current,augmentation,0,2,1,1443.0711669921875,1450.2369384765625,1,0,2.538818359375,0.0,0.0,0.0,0.0,0.0,1.0,1,8.32861328125,9.4874267578125,7.1697998046875,8.32861328125,0.0,1,-1.0,0.0,1.7373160223544777,0.7606419855766786,0.125,1,1.0,0.125,0.0,1
100000,1101,g_current,augmentation,1,2,1,1474.0078125,1476.514404296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.9154052734375,4.3145751953125,4.3145751953125,5.9154052734375,1.0,1,1.0,1.0,2.6950754495751417,0.9680139553035488,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,1101,g_current,augmentation,2,2,1,1435.4544677734375,1439.5670166015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.2734375,3.6414794921875,3.6414794921875,2.2734375,1.0,1,1.0,1.0,2.031978707443541,0.6116108206461971,0.10416666666666667,1,1.0,0.10416666666666667,0.0,1
100000,1101,g_current,augmentation,3,2,1,1539.137451171875,1543.606689453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.97998046875,3.1649169921875,3.1649169921875,3.97998046875,1.0,1,1.0,1.0,2.093576035225467,0.5584250689870709,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,1101,g_current,augmentation,0,4,1,1443.0711669921875,1450.2369384765625,3,2,5.4981689453125,4.363037109375,3.8243408203125,0.7935436602206878,0.7935436602206878,-0.5386962890625,0.8333333333333334,6,11.06451416015625,15.2322998046875,12.6416015625,11.132781982421875,0.6666666666666666,6,0.6,0.0,1.844778714974537,0.7996586394603845,0.09375,1,1.0,0.09375,0.0,1
100000,1101,g_current,augmentation,1,4,1,1474.0078125,1476.514404296875,3,0,2.1829833984375,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,6,5.1939697265625,4.3145751953125,5.50537109375,5.5546875,0.3333333333333333,6,-0.6,0.0,2.5808278459699285,0.8937401949252256,0.07291666666666667,1,1.0,0.07291666666666667,0.0,1
100000,1101,g_current,augmentation,2,4,1,1435.4544677734375,1439.5670166015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,6,3.00665283203125,3.6414794921875,3.6414794921875,3.06982421875,0.6666666666666666,6,0.4,1.0,2.04743902005933,0.6025276687834475,0.14583333333333334,1,1.0,0.14583333333333334,0.0,1
100000,1101,g_current,augmentation,3,4,1,1539.137451171875,1543.606689453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,6,6.26873779296875,3.1649169921875,3.1649169921875,6.099151611328125,0.6666666666666666,6,0.4,1.0,2.163251461189667,0.6406143807827337,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,1101,g_prior_exact,augmentation,0,1,0,1443.0711669921875,1450.2369384765625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.4874267578125,9.4874267578125,9.4874267578125,9.4874267578125,1.0,0,1.0,1.0,0.0,0.0,0.20833333333333334,1,1.0,0.20833333333333334,0.0,1
100000,1101,g_prior_exact,augmentation,1,1,0,1474.0078125,1476.514404296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.3145751953125,4.3145751953125,4.3145751953125,4.3145751953125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,1101,g_prior_exact,augmentation,2,1,0,1435.4544677734375,1439.5670166015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.6414794921875,3.6414794921875,3.6414794921875,3.6414794921875,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,1101,g_prior_exact,augmentation,3,1,0,1539.137451171875,1543.606689453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.1649169921875,3.1649169921875,3.1649169921875,3.1649169921875,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,1101,g_prior_exact,augmentation,0,2,0,1443.0711669921875,1450.2369384765625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,8.27862548828125,9.4874267578125,9.4874267578125,8.27862548828125,1.0,1,1.0,1.0,6.714083071682356,3.6903480204538455,0.20833333333333334,1,0.5,0.25,0.14583333333333334,1
100000,1101,g_prior_exact,augmentation,1,2,0,1474.0078125,1476.514404296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.671142578125,4.3145751953125,4.3145751953125,5.671142578125,1.0,1,1.0,1.0,6.619735642301423,2.1916636096826108,0.041666666666666664,1,0.5,0.20833333333333334,0.1875,1
100000,1101,g_prior_exact,augmentation,2,2,0,1435.4544677734375,1439.5670166015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.3758544921875,3.6414794921875,3.6414794921875,2.3758544921875,1.0,1,1.0,1.0,7.503807402491968,2.5338821235938074,0.08333333333333333,1,0.5,0.22916666666666666,0.16666666666666666,1
100000,1101,g_prior_exact,augmentation,3,2,0,1539.137451171875,1543.606689453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.9578857421875,3.1649169921875,3.1649169921875,4.9578857421875,1.0,1,1.0,1.0,6.391657775451393,1.9202837680115086,0.041666666666666664,1,0.5,0.22916666666666666,0.20833333333333334,1
100000,1101,g_prior_exact,augmentation,0,4,0,1443.0711669921875,1450.2369384765625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,10.4951171875,9.4874267578125,9.4874267578125,10.774993896484375,1.0,6,1.0,1.0,6.639972519200321,3.1442585380101544,0.20833333333333334,1,0.25,0.3125,0.2604166666666667,1
100000,1101,g_prior_exact,augmentation,1,4,0,1474.0078125,1476.514404296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,9.84149169921875,4.3145751953125,4.3145751953125,10.037017822265625,0.8333333333333334,6,0.8,1.0,7.363564086291288,2.4631055999615143,0.041666666666666664,1,0.25,0.3541666666666667,0.34375,1
100000,1101,g_prior_exact,augmentation,2,4,0,1435.4544677734375,1439.5670166015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,6,2.39654541015625,3.6414794921875,3.6414794921875,2.475189208984375,0.5,6,0.2,1.0,7.722264597081711,2.4107211762188854,0.08333333333333333,1,0.25,0.3229166666666667,0.2916666666666667,1
100000,1101,g_prior_exact,augmentation,3,4,0,1539.137451171875,1543.606689453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6,5.4300537109375,3.1649169921875,3.1649169921875,8.756805419921875,0.8333333333333334,6,0.8,1.0,6.538972371140672,1.8969911587185906,0.041666666666666664,1,0.25,0.2604166666666667,0.25,1
100000,1101,g_mix,augmentation,0,1,1,1443.0711669921875,1450.2369384765625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.4874267578125,9.4874267578125,9.4874267578125,9.4874267578125,1.0,0,1.0,1.0,0.0,0.0,0.20833333333333334,1,1.0,0.20833333333333334,0.0,1
100000,1101,g_mix,augmentation,1,1,1,1474.0078125,1476.514404296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.3145751953125,4.3145751953125,4.3145751953125,4.3145751953125,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,1101,g_mix,augmentation,2,1,1,1435.4544677734375,1439.5670166015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.6414794921875,3.6414794921875,3.6414794921875,3.6414794921875,1.0,0,1.0,1.0,0.0,0.0,0.08333333333333333,1,1.0,0.08333333333333333,0.0,1
100000,1101,g_mix,augmentation,3,1,1,1539.137451171875,1543.606689453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.1649169921875,3.1649169921875,3.1649169921875,3.1649169921875,1.0,0,1.0,1.0,0.0,0.0,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,1101,g_mix,augmentation,0,2,1,1443.0711669921875,1450.2369384765625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,11.04022216796875,9.4874267578125,9.4874267578125,11.04022216796875,1.0,1,1.0,1.0,5.219461693160719,2.958546032645582,0.10416666666666667,1,1.0,0.10416666666666667,0.0,1
100000,1101,g_mix,augmentation,1,2,1,1474.0078125,1476.514404296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.644287109375,4.3145751953125,4.3145751953125,3.644287109375,1.0,1,1.0,1.0,4.798400845721736,1.7835991450395747,0.041666666666666664,1,1.0,0.041666666666666664,0.0,1
100000,1101,g_mix,augmentation,2,2,1,1435.4544677734375,1439.5670166015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.96246337890625,3.6414794921875,3.6414794921875,3.96246337890625,1.0,1,1.0,1.0,5.2735898596597295,1.8641981864128898,0.10416666666666667,1,1.0,0.10416666666666667,0.0,1
100000,1101,g_mix,augmentation,3,2,1,1539.137451171875,1543.606689453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.59820556640625,3.1649169921875,3.1649169921875,1.59820556640625,1.0,1,1.0,1.0,5.067205334202094,1.508814153429404,0.020833333333333332,1,1.0,0.020833333333333332,0.0,1
100000,1101,g_mix,augmentation,0,4,1,1443.0711669921875,1450.2369384765625,2,0,2.538818359375,0.0,0.0,0.0,0.0,0.0,1.0,6,8.32861328125,9.4874267578125,7.1697998046875,7.549346923828125,0.8333333333333334,6,0.8,0.0,4.210497344737525,2.3463400598725133,0.0625,1,1.0,0.0625,0.0,1
100000,1101,g_mix,augmentation,1,4,1,1474.0078125,1476.514404296875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,6,5.9154052734375,4.3145751953125,4.3145751953125,7.2109375,1.0,6,1.0,1.0,4.590576740294754,1.6633756978861582,0.0625,1,1.0,0.0625,0.0,1
100000,1101,g_mix,augmentation,2,4,1,1435.4544677734375,1439.5670166015625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,3.96246337890625,3.6414794921875,3.6414794921875,3.341644287109375,1.0,6,1.0,1.0,4.276010293235759,1.4028371908866328,0.11458333333333333,1,1.0,0.11458333333333333,0.0,1
100000,1101,g_mix,augmentation,3,4,1,1539.137451171875,1543.606689453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,6,3.97998046875,3.1649169921875,3.1649169921875,3.6651611328125,1.0,6,1.0,1.0,4.481250740679351,1.3242975714703034,0.020833333333333332,1,1.0,0.020833333333333332,0.0,1
100000,1101,g_prior_exact,native_source,0,1,0,1429.9100341796875,1416.9132080078125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.473876953125,3.473876953125,3.473876953125,3.473876953125,1.0,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.4166666666666667,0.4166666666666667,1
100000,1101,g_prior_exact,native_source,1,1,0,1458.92138671875,1406.270751953125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.8717041015625,1.8717041015625,1.8717041015625,1.8717041015625,1.0,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.2916666666666667,0.2916666666666667,1
100000,1101,g_prior_exact,native_source,2,1,0,1423.7965087890625,1398.1705322265625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.341796875,2.341796875,2.341796875,2.341796875,1.0,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.16666666666666666,0.16666666666666666,1
100000,1101,g_prior_exact,native_source,3,1,0,1535.1240234375,1508.5919189453125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.7357177734375,1.7357177734375,1.7357177734375,1.7357177734375,1.0,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.16666666666666666,0.16666666666666666,1
100000,1101,g_prior_exact,native_source,0,2,0,1429.9100341796875,1416.9132080078125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.2718505859375,3.473876953125,3.473876953125,5.2718505859375,1.0,1,1.0,1.0,6.974900678046286,2.7114579743856426,0.0,0,0.0,0.3541666666666667,0.3541666666666667,1
